addr,district,road,description,area,room,bath,dinning,obj_type,which_floor,total_floor,mgnt_fee,rent_fee
台中市北區柳川西路四段,北區,柳川西路四段,秒殺⚡可貓陽台獨洗流理台@兩間可租,11.0,1.0,1.0,0.0,獨立套房,2,5,"1,000元/月",8499.0
台中市北區漢口路三段189號,北區,漢口路三段,漢口商圈!一層一戶!樓下郵局!,68.5,5.0,2.0,0.0,住宅、辦公,6,7,,30000.0
台中市北區忠太東路,北區,忠太東路,科博館附近套房出租,6.0,1.0,1.0,0.0,分租套房,3,3,,6200.0
台中市北屯區松竹路二段337巷,北屯區,松竹路二段,北屯區✔️秒殺釋出✔陽台獨洗✔️搶先預約,10.0,1.0,1.0,0.0,獨立套房,6,12,,7500.0
台中市北區學士路,北區,學士路,中國醫藥商圈正學士路~面寬適合文武百業,68.0,0.0,0.0,0.0,住宅,1,4,,200000.0
台中市西屯區環中路二段,西屯區,環中路二段,西屯環中路3房,23.0,3.0,2.0,2.0,整層住家,3,29,"2,800元/月",35000.0
台中市西區梅川西路二段,西區,梅川西路二段,❗影片⭐近勤美⭐陽台獨洗沙發⭐電梯管理員,15.0,1.0,1.0,0.0,獨立套房,2,12,"1,000元/月",9500.0
台中市北屯區陳平路,北屯區,陳平路,水湳全新2房👑電梯台水電🔱浴缸衛浴,20.0,2.0,1.0,2.0,整層住家,6,15,無,28000.0
台中市南區南門路,南區,南門路,獨洗獨曬、可貓、黑晶爐、採光極佳,6.0,1.0,1.0,0.0,獨立套房,3,5,500元/月,5999.0
台中市西屯區寶慶街,西屯區,寶慶街,✦超便宜三房✦超大空間✦含平車✦稀有可寵,36.0,3.0,2.0,2.0,整層住家,2,12,"2,000元/月",22999.0
台中市北區中清路一段,北區,中清路一段,可貓小資2房👑免爬高🔱傢俱家電全配,18.0,2.0,1.0,1.0,整層住家,2,5,"1,000元/月",20000.0
台中市西屯區國安一路,西屯區,國安一路,★全新完工酒店式公寓多戶行搶先預約★,20.0,2.0,2.0,2.0,整層住家,9,9,無,27000.0
台中市北屯區東光路,北屯區,東光路,全新完工~質感系統櫃~管理員~好停車,15.0,2.0,1.0,1.0,整層住家,2,3,無,16000.0
台中市西屯區長安路二段122巷,西屯區,長安路二段,可貓❤️中清捷運旁✦全新整理二房☆家俱電,20.0,2.0,1.0,2.0,整層住家,6,7,,20000.0
台中市北屯區文心路四段,北屯區,文心路四段,正鄰文心崇德捷運站~全新四房+坡道雙車位,32.3,4.0,2.0,2.0,整層住家,4,15,,35800.0
台中市北屯區大連路二段,北屯區,大連路二段,崇德商圈可報稅店面👑樓上套房可住🔱,20.0,0.0,0.0,0.0,住宅、店面,1,6,無,37000.0
台中市北區青島西街,北區,青島西街,可租補/北平商圈近中清2+1房附家具家電,21.3,3.0,1.0,2.0,整層住家,6,7,"2,500元/月",21000.0
台中市西屯區國安二路,西屯區,國安二路,■■酒店式公寓全新完工家具電齊■■,11.0,0.0,0.0,0.0,車位,5,9,"1,000元/月",14500.0
台中市南區美村路二段,南區,美村路二段,租屋補助✅台電✅陽台獨洗✅系統櫃質感裝潢,9.0,1.0,1.0,0.0,獨立套房,3,4,"1,001元/月",8999.0
台中市西區中美街86號,西區,中美街,美術綠園道可住店面👑系統櫃簡裝🔱報稅,30.0,2.0,1.0,3.0,住宅、店面,1,8,"2,000元/月",38000.0
台中市北屯區雷中街61巷,北屯區,雷中街,秒殺✨採光佳✨陽台獨洗✨水湳市場,10.0,1.0,1.0,0.0,獨立套房,3,6,500元/月,7500.0
台中市西屯區臺灣大道三段,西屯區,臺灣大道三段,秋紅谷正七期豪宅首選四房家具電全配含平車,38.0,4.0,2.0,2.0,整層住家,9,24,"6,824元/月",65000.0
台中市西屯區湳子巷62號,西屯區,湳子巷,逢甲文華路&西屯路大套房獨洗曬,6.0,1.0,1.0,0.0,獨立套房,3,5,,7500.0
台中市北屯區景賢路,北屯區,景賢路,3房❤景賢路❤近74交流道❤優質公設,36.0,3.0,2.0,2.0,整層住家,8,13,"2,000元/月",28000.0
台中市西屯區中科路,西屯區,中科路,🏠稀有超大套房獨洗獨曬🏠西屯中科路,10.0,1.0,1.0,0.0,獨立套房,2,5,"1,000元/月",13000.0
台中市南區崇倫街183巷38號,南區,崇倫街,房東自租獨洗獨晒電梯套房（可短租）,7.0,1.0,1.0,0.0,獨立套房,3,6,,7400.0
台中市北屯區景和街,北屯區,景和街,北屯超值大空間四房平車可寵可貓可狗,50.0,4.0,2.0,2.0,整層住家,4,16,,28000.0
台中市西區美村路一段,西區,美村路一段,🎉陽台獨洗🎉流理臺🎉浴廁開窗,13.0,1.0,1.0,0.0,獨立套房,2,5,"2,000元/月",11500.0
台中市北屯區中清路二段,北屯區,中清路二段,水湳🔥秒殺🔥採光套房🔥陽台獨洗曬,10.0,1.0,1.0,0.0,獨立套房,3,6,500元/月,8500.0
台中市南區愛國街,南區,愛國街,百萬裝潢㊝電梯透天㊝陽台獨洗㊝絕美採光,15.0,1.0,1.0,0.0,獨立套房,4,7,"1,500元/月",13999.0
台中市西屯區西屯路二段,西屯區,西屯路二段,二樓獨立出入口 有隔間 附冰箱冷氣,56.0,6.0,1.0,1.0,住宅,2,5,,38600.0
台中市北區文祥街,北區,文祥街,北區一中街✨全新台水電✨三房兩廳,30.0,3.0,2.0,2.0,整層住家,9,10,,32000.0
台中市南屯區保安一街46號,南屯區,保安一街,南屯屋主自租彩虹城3房樣品屋含管+平車,40.0,3.0,2.0,2.0,整層住家,2,12,,28000.0
台中市北區金龍街86巷,北區,金龍街,社會住宅🌺近新民高中明亮3房🌺可租補,26.11,3.0,2.0,2.0,整層住家,3,5,無,15500.0
台中市南屯區忠勇路,南屯區,忠勇路,忠勇路絕版！電梯透天！使用面積近百坪！,98.3,7.0,8.0,2.0,住宅,1,5,,69800.0
台中市北區育強街,北區,育強街,健康公寓三房 近一中 寵可談,28.0,3.0,2.0,2.0,住宅,5,6,,17000.0
台中市北區光大街,北區,光大街,中科大✨超大空間✨子母車✨陽臺,10.0,1.0,1.0,0.0,獨立套房,2,6,500元/月,8500.0
台中市北屯區環太東路,北屯區,環太東路,總管家|北屯全新未住三房🔸可申請租補,39.16,3.0,2.0,2.0,整層住家,11,15,"2,000元/月",20000.0
台中市南區復興路一段,南區,復興路一段,禁餐🍃可娃娃機🍃可營登,15.0,0.0,0.0,0.0,住宅,1,4,無,24999.0
台中市西區均安街,西區,均安街,"總管家/模範街商圈大套房5,217起",11.15,1.0,1.0,0.0,獨立套房,4,5,500元/月,8500.0
台中市北區一中街,北區,一中街,🌈走路逛一中🌈電梯套房🌈新裝潢,8.0,1.0,1.0,0.0,獨立套房,14,18,,6500.0
台中市北區陝西東三街,北區,陝西東三街,電梯套房❣熱鬧商圈❣陽台❣採光明亮,10.0,1.0,1.0,0.0,分租套房,5,8,,9500.0
台中市西屯區福中十五街13巷,西屯區,福中十五街,幸福的溫度💙全新系統裝潢💙秒殺限女性,12.0,1.0,1.0,0.0,獨立套房,2,5,"1,000元/月",6999.0
台中市北屯區太和五街82號,北屯區,太和五街,太和安然四房雙主臥+平車,40.22,4.0,3.0,2.0,整層住家,4,15,"4,452元/月",40000.0
台中市西屯區河南路三段,西屯區,河南路三段,社會住宅🌺鄰歌劇院優質精品宅🌺可租補,12.36,1.0,1.0,0.0,獨立套房,7,15,無,23000.0
台中市西屯區文心路三段,西屯區,文心路三段,新光遠百捷運站✨獨洗曬✨流理臺✨子母車✨,12.0,1.0,1.0,0.0,獨立套房,4,5,"1,000元/月",6999.0
台中市西區民生路126巷,西區,民生路,民生路教育大學旁出租套房,7.0,1.0,1.0,0.0,獨立套房,2,5,無,8000.0
台中市西區台灣大道二段,西區,台灣大道二段,💜共有商辦可營登或租借辦公室專人管理,7.0,0.0,0.0,0.0,辦公,17,20,無,16000.0
台中市南區東興路一段,南區,東興路一段,☎美新兩房高級社區家具電全配!平車,28.0,2.0,1.0,2.0,整層住家,8,15,"2,000元/月",23999.0
台中市東區自由路三段,東區,自由路三段,商旅風🐌一房一廳🐌大空間🐌獨洗曬,15.5,1.0,1.0,1.0,整層住家,11,12,"1,000元/月",12800.0
台中市西屯區朝富路,西屯區,朝富路,❗面秋紅谷vs七期⭐頂級飯店式套房⭐變頻,15.0,1.0,1.0,0.0,獨立套房,3,5,"1,000元/月",7999.0
台中市北屯區旱溪西路三段,北屯區,旱溪西路三段,接待中心出租,120.0,0.0,0.0,0.0,住宅,1,1,,250000.0
台中市南屯區東興西街11號,南屯區,東興西街,社宅免仲+可租金補助/金好市多,10.0,1.0,1.0,0.0,獨立套房,11,12,800元/月,10000.0
台中市北區衛道路,北區,衛道路,一中中國醫🌟秒殺🌟採光大空間,10.0,1.0,1.0,0.0,獨立套房,3,6,500元/月,7500.0
台中市北區雙十路二段,北區,雙十路二段,一中商圈⚜中友百貨⚜僅有一間⚜先搶先贏,10.0,1.0,1.0,0.0,獨立套房,3,5,600元/月,6400.0
台中市北區健行路86巷1弄4號,北區,健行路,陽台🤩邊間🤩近北屯路益華街中國醫,9.0,1.0,1.0,0.0,獨立套房,5,6,,8000.0
台中市南屯區大光街170號,南屯區,大光街,五期電梯公寓平面車位近公益路生活機能特優,35.0,3.0,2.0,2.0,整層住家,3,7,"2,000元/月",23000.0
台中市南區福田三街269號,南區,福田三街,南區優質好宅~3房平車~一卡皮箱即可入住,49.0,3.0,2.0,2.0,整層住家,11,12,"3,500元/月",28000.0
台中市南屯區義芳街83號3樓,南屯區,義芳街,嶺東精密園區台中工業區南屯西屯中科七期市政烏日高鐵,8.0,1.0,1.0,1.0,住宅,3,6,,5700.0
台中市西屯區福科路,西屯區,福科路,近東海中科⭐陽台獨洗⭐網美最愛⭐免爬高,14.28,1.0,1.0,0.0,獨立套房,3,5,"1,000元/月",7799.0
台中市南區大慶街一段,南區,大慶街一段,中山醫大慶全新豪宅3房平車全新未住,47.0,3.0,2.0,2.0,整層住家,4,14,"3,000元/月",30000.0
台中市西屯區河南路二段,西屯區,河南路二段,逢甲🎉陽台獨洗🎉全新電梯🎉衛浴開窗,15.0,1.0,1.0,0.0,獨立套房,4,7,"1,000元/月",8500.0
台中市北區北平路二段30巷,北區,北平路二段,民宿風🐌一房一廳🐌機車位🐌獨洗陽台,12.0,1.0,1.0,1.0,車位,1,5,"1,000元/月",12999.0
台中市西屯區惠民路,西屯區,惠民路,台中七期國家歌劇院第一排6房3平車,88.0,5.0,5.0,2.0,整層住家,5,14,"42,000元/月",120000.0
台中市北區原子街90巷,北區,原子街,秒殺二房●中國醫教育大台中醫●室內機車位,22.0,2.0,1.0,1.0,整層住家,6,7,"1,000元/月",16499.0
台中市西區向上北路,西區,向上北路,西區屋況超好一房一廳雙面採光小露臺,23.0,1.0,1.0,1.0,整層住家,7,9,"2,490元/月",19000.0
台中市東區自由路三段,東區,自由路三段,電梯管理🐌一房一廳🐌採光🐌獨洗曬,15.65,1.0,1.0,0.0,獨立套房,11,12,"1,000元/月",12800.0
台中市西屯區福安七街,西屯區,福安七街,中工三路，熱鬧地段2層透店，稀有釋出,37.28,0.0,0.0,0.0,店面,1,2,,25000.0
台中市北屯區北屯路,北屯區,北屯路,北屯最適居住在這，完全自住思維打造,54.3,3.0,2.0,2.0,整層住家,13,16,"3,000元/月",39500.0
台中市西屯區西安街277巷16-9號13樓,西屯區,西安街,逢甲僑光中國醫漢翔配備齊全套房,11.0,1.0,1.0,0.0,住宅,13,14,,11000.0
台中市北區北平路二段30巷,北區,北平路二段,小秀❤可貓❤一房一廳❤水湳❤子母車❤獨洗,18.0,1.0,1.0,0.0,獨立套房,1,3,"1,000元/月",12999.0
台中市北屯區北屯路439巷,北屯區,北屯路,室內平面車面出租坡道式子母2車格,10.0,0.0,0.0,0.0,車位,--,0,,2500.0
台中市北屯區遼寧路一段430號,北屯區,遼寧路一段,獨曬流理臺😍半年繳7900😍特力屋,8.0,1.0,1.0,0.0,獨立套房,2,3,無,8200.0
台中市西屯區工業區一路,西屯區,工業區一路,世貿東海，舒適寬敞大四房,56.85,4.0,2.0,2.0,整層住家,12,17,無,20000.0
台中市西屯區福強街,西屯區,福強街,中科瑞聯天A區,10.0,1.0,1.0,0.0,獨立套房,7,19,,6000.0
台中市北屯區陳平路,北屯區,陳平路,森✨99%極新大2房✨含平車✨僅此1間,26.0,2.0,1.0,2.0,整層住家,6,18,"2,585元/月",29999.0
台中市北區漢口路三段,北區,漢口路三段,群義❤電梯❤水湳❤華美市場❤國小❤8成新,10.0,1.0,1.0,0.0,獨立套房,7,7,"1,000元/月",7999.0
台中市西屯區寶慶街50巷,西屯區,寶慶街,西屯逢甲🔥三房全配🔥平面車位,28.0,3.0,2.0,2.0,整層住家,2,14,"2,001元/月",24999.0
台中市西屯區工業區一路58巷,西屯區,工業區一路,世貿東海，浪漫貴族優質大套房，獨洗曬,6.5,1.0,1.0,0.0,獨立套房,11,12,,7500.0
台中市北屯區陳平路,北屯區,陳平路,森✨99%極新大2房✨含平車✨傢俱電全配,28.0,2.0,1.0,2.0,整層住家,6,12,"2,585元/月",29999.0
台中市南區高工路,南區,高工路,震後台中高工漂亮3房改2房雙衛華廈,25.11,2.0,2.0,2.0,整層住家,6,12,"1,000元/月",25000.0
台中市北區漢口路五段46號,北區,漢口路五段,漢口崇德強身3房公寓屋況極佳,20.85,3.0,1.0,2.0,整層住家,5,5,無,19000.0
台中市南區高工一街,南區,高工一街,✨台水電✨透天別墅✨超大空間✨豪宅等級,60.0,3.0,3.0,3.0,整層住家,1,4,無,34000.0
台中市西屯區惠中路74巷,西屯區,惠中路,[遠百30秒/屋主自租]獨洗曬精緻套房,7.0,1.0,1.0,0.0,獨立套房,1,3,,7500.0
台中市南屯區嶺東路,南屯區,嶺東路,臺水電正廚房❤️全新完工大間❤️優質套房,12.0,1.0,1.0,0.0,獨立套房,3,13,無,9000.0
台中市北屯區文心路三段,北屯區,文心路三段,高樓層｜捷運宅✅五十坪✅管理員✅家具電全,50.2,2.0,2.0,2.0,整層住家,23,28,"3,500元/月",34500.0
台中市北區尚德街,北區,尚德街,👛便宜套房傢俱全含網路第四台子母車👍,5.0,1.0,1.0,0.0,獨立套房,3,3,無,6500.0
台中市北屯區崇德路二段,北屯區,崇德路二段,#限家庭北屯崇德#高樓層3房#雙平車位,36.0,3.0,2.0,2.0,整層住家,9,14,"3,000元/月",39000.0
台中市西屯區台灣大道三段,西屯區,台灣大道三段,高檔簡約設計翻房率極低一住愛上,66.0,3.0,3.0,2.0,整層住家,13,28,"11,920元/月",82000.0
台中市西屯區東大路一段,西屯區,東大路一段,中科東海，稀有溫馨寬敞大二房，配備齊全,28.68,2.0,1.0,2.0,整層住家,12,19,無,17000.0
台中市東區自強街2巷,東區,自強街,陽台獨洗曬丨預告釋出丨秒殺+免追垃圾車,13.69,1.0,1.0,0.0,獨立套房,3,5,"1,000元/月",7499.0
台中市南屯區向心路68巷,南屯區,向心路,三層透天(辦公/倉庫佳),18.0,0.0,0.0,0.0,辦公,1,3,無,28000.0
台中市北屯區文昌東六街,北屯區,文昌東六街,💛崇德漢口商圈稀有三房傢俱家電全配👍,25.0,3.0,2.0,2.0,整層住家,4,7,"2,550元/月",20500.0
台中市西區美村路二段,西區,美村路二段,世紀最大間✨獨洗陽台✨流理台✨神仙地點,15.0,1.0,1.0,0.0,獨立套房,2,4,"1,300元/月",11500.0
台中市西屯區文心路三段,西屯區,文心路三段,社會住宅🌺市政府站精美優質套🌺可租補,12.6,1.0,1.0,0.0,獨立套房,15,26,無,22000.0
台中市北屯區敦富六街21號,北屯區,敦富六街,埕和花園~三房平車精裝屋,26.37,3.0,2.0,2.0,整層住家,7,15,"3,500元/月",32000.0
台中市南區學府路146巷,南區,學府路,築創🆂台水台電✪一房一廳◆近中興大學,11.66,1.0,1.0,1.0,整層住家,16,21,,15000.0
台中市西屯區市政北六路,西屯區,市政北六路,七期-大3房景觀(裝潢美傢俱電+平面車位,80.0,3.0,2.0,2.0,整層住家,17,24,"5,000元/月",55000.0
台中市北區中華西街101號,北區,中華西街,邊間一樓店面+地下一樓，使用建坪約30坪/近市場,28.0,0.0,1.0,0.0,店面,1,3,,18000.0
台中市中區繼光街39號,中區,繼光街,☀全新裝潢~繼光街商圈/台中車站、電子街、限女,7.0,1.0,1.0,0.0,住宅,6,8,,6200.0
台中市西區朝陽街61巷,西區,朝陽街,❗電梯精緻3房⭐超級大露台獨洗⭐小吧台,25.0,3.0,1.0,2.0,整層住家,6,7,"2,000元/月",22000.0
台中市南區正義街,南區,正義街,可寵⭐中古風⭐陽台獨洗⭐木質地板⭐有冷氣,30.26,3.0,2.0,2.0,整層住家,4,6,"1,000元/月",18600.0
台中市西屯區長安路二段,西屯區,長安路二段,寓上里安找我租最便宜！舒適兩房平車雙衛浴,30.0,2.0,2.0,1.0,整層住家,4,12,"2,500元/月",20000.0
台中市南屯區春安三街,南屯區,春安三街,🎀微笑城市三房平車/台水電/含傢俱🎀,40.0,3.0,1.0,2.0,整層住家,5,15,"2,300元/月",27000.0
台中市西屯區河南路二段,西屯區,河南路二段,類一房一廳🎉陽台獨洗流理🎉機車位🎉,15.0,1.0,1.0,0.0,獨立套房,2,3,"1,000元/月",10000.0
台中市西區五權路1號之135,西區,五權路,⛅經典二房一廳~陽台獨洗，美術館商圈,20.0,2.0,1.0,1.0,住宅,2,4,,16800.0
台中市西屯區國安一路,西屯區,國安一路,新杜拜小兩房家具齊全,13.51,2.0,1.0,2.0,整層住家,12,24,,19000.0
台中市西屯區寶慶街50巷,西屯區,寶慶街,逢甲商圈3房附平車(租金含停車費用),30.0,3.0,2.0,2.0,整層住家,2,14,"3,000元/月",22000.0
台中市西屯區逢甲路,西屯區,逢甲路,台水電丨飲水機+子母車+管理員丨逢甲秒殺,11.64,1.0,1.0,0.0,獨立套房,4,8,"1,233元/月",5999.0
台中市南屯區大墩七街,南屯區,大墩七街,七期博克萊朝南陽光視野戶衛浴開窗,15.45,2.0,1.0,2.0,整層住家,21,24,,36000.0
台中市北區北平路二段30巷,北區,北平路二段,可貓❤巨無霸正一房一廳❤流理台❤室內機車,18.0,1.0,1.0,1.0,整層住家,1,4,"1,000元/月",12999.0
台中市西屯區國安一路133號,西屯區,國安一路,高樓層2房👚獨洗曬◎新杜拜＃中科＃東海,17.0,2.0,1.0,1.0,整層住家,22,24,"1,675元/月",19000.0
台中市北區五權路,北區,五權路,小資首選✅採光陽台獨洗✅電梯✅系統大衣櫃,10.0,1.0,1.0,0.0,獨立套房,4,7,"1,000元/月",7500.0
台中市西屯區逢甲路,西屯區,逢甲路,租屋補助丨飲水機+子母車丨小資秒殺,10.66,1.0,1.0,0.0,獨立套房,3,5,"1,000元/月",5999.0
台中市北屯區一新一街,北屯區,一新一街,精美套房/流理臺/獨洗曬/機車位,9.0,1.0,1.0,0.0,獨立套房,2,7,"1,000元/月",10500.0
台中市北區五權路,北區,五權路,｜全木質地板✅管理員✅子母車✅陽台獨洗,12.0,1.0,1.0,0.0,獨立套房,5,10,,8400.0
台中市北屯區太原路三段,北屯區,太原路三段,台水電丨獨洗曬丨電梯+管理員+子母車,10.68,1.0,1.0,0.0,獨立套房,3,13,720元/月,5499.0
台中市西屯區光明路,西屯區,光明路,可貓❤湯屋套房❤電梯❤子母車❤近逢甲❤,10.0,1.0,1.0,0.0,獨立套房,1,6,999元/月,5999.0
台中市南屯區黎明路二段,南屯區,黎明路二段,"黎明商圈,大空間辦公室",35.0,3.0,1.0,0.0,辦公,2,5,,30000.0
台中市北區漢口路三段,北區,漢口路三段,秒殺⭐沙發區⭐陽台獨洗⭐漢口商圈⭐,11.22,1.0,1.0,0.0,獨立套房,4,5,"1,000元/月",7000.0
